1	10077651	2
1	10084280	2
1	10084283	1
1	10088633	2
1	10226041	2
1	10228348	2
1	10318901	2
1	10343352	2
1	10373684	2
1	10449402	2
1	10520410	2
1	10520411	2
1	10522550	2
1	10535463	2
1	10571078	2
1	10572108	2
1	10610721	1
1	10693783	2
1	10693807	1
1	10746346	2
1	10828623	1
1	10882071	2
1	10905536	1
1	11035780	2
1	11207374	1
1	11313265	2
1	11313311	1
1	11389698	1
1	11431687	1
1	11518724	1
1	11518736	1
1	11673399	2
1	11684086	2
1	11746453	2
1	11774199	1
1	11783942	1
1	11809412	1
1	11841990	2
1	11842003	1
1	11888608	2
1	11897618	1
1	11914044	1
1	11925460	1
1	11925462	1
1	11933019	2
1	12091366	1
1	12091367	1
1	12123233	1
1	12139399	2
1	12161425	1
1	12190182	2
1	12376346	1
1	12377801	2
1	12382200	2
1	12401307	1
1	12401946	1
1	12406098	1
1	12416729	2
1	12522003	2
1	12547222	1
1	12547233	2
1	12547238	1
1	12547239	1
1	12572662	2
1	12606179	2
1	12641343	2
1	12704390	1
1	12730111	1
1	12730114	1
1	12730455	1
1	12730464	2
1	12743117	2
1	12801950	2
1	12857545	1
1	12857562	1
1	12865285	1
1	12949720	1
1	9444760	2
1	9884584	2
2	10022297	1
2	10066570	2
2	10072546	1
2	10089104	1
2	10191086	1
2	10196535	2
2	10341083	2
2	10373238	1
2	10377748	2
2	10419695	2
2	10424292	2
2	10430931	1
2	10461393	1
2	10471751	1
2	10480028	2
2	10481314	2
2	10498877	2
2	10508631	1
2	10556550	1
2	10586711	2
2	10593016	2
2	10625648	2
2	10648800	2
2	10710411	1
2	10727777	2
2	10775836	2
2	10840731	2
2	10841045	1
2	10855785	1
2	10949829	1
2	10951698	2
2	11042290	1
2	11065338	2
2	11103109	2
2	11105059	2
2	11113476	1
2	11187956	1
2	11209686	2
2	11252384	1
2	11278564	2
2	11305360	2
2	11312254	2
2	11329872	1
2	11352570	2
2	11357663	2
2	11377795	2
2	11395864	1
2	11425517	2
2	11431981	2
2	11434314	1
2	11437278	2
2	11441651	2
2	11600898	1
2	11606778	1
2	11718261	2
2	11782291	1
2	11786607	2
2	11803551	2
2	11854510	1
2	11891509	1
2	11925932	2
2	11964188	1
2	12011937	2
2	12051751	2
2	12077424	2
2	12112317	2
2	12112873	2
2	12121744	2
2	12192858	2
2	12214801	1
2	12359513	1
2	12359984	2
2	12410599	1
2	12481297	2
2	12582257	2
2	12606337	2
2	12684032	1
2	12736323	2
2	12800251	1
2	12911753	2
2	12918135	2
2	12953785	1
2	12958444	2
2	7569037	1
2	7655511	2
2	7711194	2
2	7754255	2
2	7925637	1
2	7927071	1
2	7956069	2
2	8799155	1
2	9108537	2
2	9129197	2
2	9131626	1
2	9219239	2
2	9379961	1
2	9436656	2
2	9617206	2
2	9669524	2
2	9918039	1
2	9931414	2
3	10066767	1
3	10068205	1
3	10068631	1
3	10072433	1
3	10095055	2
3	10197584	1
3	10198408	1
3	10213389	1
3	10231431	1
3	10233847	2
3	10322627	1
3	10322633	1
3	10322634	1
3	10322635	1
3	10322639	2
3	10364221	2
3	10378507	1
3	10417819	2
3	10419986	1
3	10429969	2
3	10435671	1
3	10446941	2
3	10455433	1
3	10469351	2
3	10469352	1
3	10471511	1
3	10473125	1
3	10473900	1
3	10491256	1
3	10516285	1
3	10535315	2
3	10559499	1
3	10559500	1
3	10564808	1
3	10587573	1
3	10588954	2
3	10603125	1
3	10648626	1
3	10665934	1
3	10694420	1
3	10708260	1
3	10781953	1
3	10786630	1
3	10792603	1
3	10794525	1
3	10805082	1
3	10820169	1
3	10837121	1
3	10842075	1
3	10844592	2
3	10862152	1
3	10864459	1
3	10906484	1
3	10906485	1
3	11001832	1
3	11095652	1
3	11146507	1
3	11171333	1
3	11231089	1
3	11267665	1
3	11274234	1
3	11278314	1
3	11287180	1
3	11322368	1
3	11331749	1
3	11420908	1
3	11493536	1
3	11500984	1
3	11507767	1
3	11511678	2
3	11520675	1
3	11575428	1
3	11675412	2
3	11683498	1
3	11702001	1
3	11704567	1
3	11707325	2
3	11731251	1
3	11731455	1
3	11741991	1
3	11744376	1
3	11850197	1
3	11850199	1
3	11903315	1
3	11911958	1
3	11912257	2
3	11914036	1
3	11934706	1
3	11937757	1
3	11948913	1
3	11969263	1
3	12049787	1
3	12050119	1
3	12089378	1
3	12089379	1
3	12094231	1
3	12107429	2
3	12109777	1
3	12141440	1
3	12164857	1
3	12191969	1
3	12217864	1
3	12221002	1
3	12386292	2
3	12427128	1
3	12435636	1
3	12482961	2
3	12496659	1
3	12496661	1
3	12617854	1
3	12660327	1
3	12660414	2
3	12783782	1
3	12783789	1
3	12882970	1
3	12925600	1
3	14520008	2
3	14603255	1
3	14627122	1
3	7508204	1
3	7531086	1
3	7569406	1
3	7643528	1
3	7648222	1
3	7655079	1
3	7657705	1
3	7720589	1
3	7731139	1
3	7822413	1
3	7840250	1
3	7909843	1
3	7922202	2
3	7922258	1
3	7922267	2
3	7943198	1
3	7967343	1
3	7990960	1
3	8030757	1
3	8052626	1
3	8117616	1
3	8119157	1
3	8165054	1
3	8167378	1
3	8200486	2
3	8306871	1
3	8306895	2
3	8532872	2
3	8567053	1
3	8601592	1
3	8642784	2
3	8674430	1
3	8683761	1
3	8725280	1
3	8760267	2
3	8799147	1
3	8812115	1
3	8827072	1
3	8831286	1
3	8840273	1
3	8853441	1
3	8865261	2
3	8889604	1
3	8922523	1
3	9045875	1
3	9067931	1
3	9150387	1
3	9165114	1
3	9286595	1
3	9324049	2
3	9365514	1
3	9375828	1
3	9435689	2
3	9476003	2
3	9507058	1
3	9523167	1
3	9705968	1
3	9726250	1
3	9744276	1
3	9815134	1
3	9853969	1
3	9878782	2
4	10027920	1
4	10231431	2
4	10322635	2
4	10373326	1
4	10425202	1
4	10432394	2
4	10516285	1
4	10620183	2
4	10820169	2
4	10844592	2
4	10982849	2
4	11015555	1
4	11021227	2
4	11119706	2
4	11150865	2
4	11162483	1
4	11278314	1
4	11323438	2
4	11473619	2
4	11729235	1
4	11967007	2
4	12030848	1
4	12204107	2
4	12806181	2
4	14555994	2
4	8145763	1
4	8167378	2
4	8621642	1
4	9476003	2
4	9530278	1
5	10023546	1
5	10068135	1
5	10068142	2
5	10069378	1
5	10199001	1
5	10216960	1
5	10407656	2
5	10568687	2
5	10572647	2
5	10576707	2
5	10618515	2
5	10618516	2
5	10793663	2
5	10889273	2
5	11293085	2
5	11551628	2
5	11565782	2
5	11983061	2
5	11996655	2
5	12073353	2
5	12750306	2
5	8798186	2
5	9348503	2
5	9527488	2
6	10075454	2
6	10088637	1
6	10205272	2
6	10210316	2
6	10232749	2
6	10373536	2
6	10383195	2
6	10397750	2
6	10468606	2
6	10472548	2
6	10515453	2
6	10526221	1
6	10551855	2
6	10567393	2
6	10572087	2
6	10614136	2
6	10627128	2
6	10627482	2
6	10627486	2
6	10652215	2
6	10762542	1
6	10807541	2
6	10830019	2
6	10845936	2
